neuron,concept,concept_id,metric
810,typewriter keyboard,n04505470,0.9986
811,space heater,n04265275,0.9916
812,space shuttle,n04266014,0.9979
813,frying pan,n03400231,0.9820
814,speedboat,n04273569,0.9990
815,garden spider,n01773797,0.9978
816,spindle,n04277352,0.9957
817,sports car,n04285008,0.9984
818,spotlight,n04286575,0.9896
819,stage,n04296562,0.9914
820,steam locomotive,n04310018,0.9994
821,steel arch bridge,n04311004,0.9992
822,steel drum,n04311174,0.9991
823,stethoscope,n04317175,0.9927
824,stole,n04325704,0.9951
825,stone wall,n04326547,0.9996
826,stopwatch,n04328186,0.9964
827,stove,n04330267,0.9905
828,strainer,n04332243,0.9894
829,streetcar,n04335435,0.9982
830,stretcher,n04336792,0.9911
831,studio couch,n04344873,0.9965
832,stupa,n04346328,0.9998
833,submarine,n04347754,0.9985
834,suit,n04350905,0.9952
835,sundial,n04355338,0.9978
836,sunglass,n04355933,0.9911
837,sunglass,n04355933,0.9897
838,lotion,n03690938,0.9922
839,suspension bridge,n04366367,0.9977
840,broom,n02906734,0.9878
841,sweatshirt,n04370456,0.9940
842,swimming trunks,n04371430,0.9965
843,swing,n04371774,0.9974
844,switch,n04372370,0.9935
845,syringe,n04376876,0.9914
846,table lamp,n04380533,0.9950
847,tank,n04389033,0.9995
848,tape player,n04392985,0.9954
849,teapot,n04398044,0.9986
850,teddy,n04399382,0.9977
851,television,n04404412,0.9963
852,tennis ball,n04409515,0.9916
853,thatch,n04417672,0.9995
854,theater curtain,n04418357,0.9989
855,thimble,n04423845,0.9990
856,thresher,n04428191,0.9976
857,throne,n04429376,0.9987
858,tile roof,n04435653,0.9994
859,toaster,n04442312,0.9978
860,tobacco shop,n04443257,0.9951
861,toilet seat,n04447861,0.9957
862,torch,n04456115,0.9984
863,totem pole,n04458633,0.9981
864,tow truck,n04461696,0.9953
865,toyshop,n04462240,0.9944
866,tractor,n04465501,0.9988
867,trailer truck,n04467665,0.9982
868,tray,n04476259,0.9814
869,trench coat,n04479046,0.9928
870,moped,n03785016,0.9927
871,catamaran,n02981792,0.9988
872,tripod,n04485082,0.9956
873,triumphal arch,n04486054,0.9995
874,trolleybus,n04487081,0.9993
875,trombone,n04487394,0.9976
876,tub,n04493381,0.9980
877,turnstile,n04501370,0.9970
878,typewriter keyboard,n04505470,0.9991
879,umbrella,n04507155,0.9919
880,unicycle,n04509417,0.9925
881,upright,n04515003,0.9987
882,vacuum,n04517823,0.9764
883,vase,n04522168,0.9910
884,vault,n04523525,0.9985
885,velvet,n04525038,0.9894
886,vending machine,n04525305,0.9994
887,vestment,n04532106,0.9951
888,viaduct,n04532670,0.9997
889,cello,n02992211,0.9988
890,volleyball,n04540053,0.9989
891,waffle iron,n04542943,0.9973
892,wall clock,n04548280,0.9963
893,wallet,n04548362,0.9944
894,wardrobe,n04550184,0.9969
895,warplane,n04552348,0.9978
896,washbasin,n04553703,0.9951
897,washer,n04554684,0.9978
898,water bottle,n04557648,0.9827
899,pitcher,n03950228,0.9938
900,water tower,n04562935,0.9998
901,whiskey jug,n04579145,0.9976
902,whistle,n04579432,0.9845
903,wig,n04584207,0.9965
904,window screen,n04589890,0.9968
905,window shade,n04590129,0.9975
906,windsor tie,n04591157,0.9978
907,wine bottle,n04591713,0.9919
908,wing,n04592741,0.9984
909,wok,n04596742,0.9972
910,hot pot,n07590611,0.9904
911,mitten,n03775071,0.9922
912,worm fence,n04604644,0.9898
913,wreck,n04606251,0.9956
914,yawl,n04612504,0.9995
915,yurt,n04613696,0.9989
916,web site,n06359193,0.9991
917,comic book,n06596364,0.9954
918,crossword puzzle,n06785654,0.9989
919,street sign,n06794110,0.9972
920,traffic light,n06874185,0.9978
921,book jacket,n07248320,0.9933
922,menu,n07565083,0.9987
923,plate,n07579787,0.9948
924,guacamole,n07583066,0.9990
925,consomme,n07584110,0.9987
926,hot pot,n07590611,0.9987
927,trifle,n07613480,0.9986
928,ice cream,n07614500,0.9963
929,ice lolly,n07615774,0.9938
930,french loaf,n07684084,0.9991
931,bagel,n07693725,0.9974
932,pretzel,n07695742,0.9977
933,cheeseburger,n07697313,0.9992
934,hotdog,n07697537,0.9986
935,mashed potato,n07711569,0.9986
936,cauliflower,n07715103,0.9919
937,broccoli,n07714990,0.9994
938,cauliflower,n07715103,0.9983
939,zucchini,n07716358,0.9971
940,spaghetti squash,n07716906,0.9983
941,acorn squash,n07717410,0.9974
942,butternut squash,n07717556,0.9966
943,cucumber,n07718472,0.9948
944,artichoke,n07718747,0.9994
945,bell pepper,n07720875,0.9993
946,cardoon,n07730033,0.9997
947,agaric,n12998815,0.9984
948,granny smith,n07742313,0.9952
949,strawberry,n07745940,0.9992
950,orange,n07747607,0.9984
951,lemon,n07749582,0.9990
952,fig,n07753113,0.9972
953,pineapple,n07753275,0.9987
954,banana,n07753592,0.9967
955,jackfruit,n07754684,0.9997
956,custard apple,n07760859,0.9989
957,pomegranate,n07768694,0.9993
958,hay,n07802026,0.9968
959,carbonara,n07831146,0.9998
960,chocolate sauce,n07836838,0.9982
961,dough,n07860988,0.9964
962,meat loaf,n07871810,0.9969
963,pizza,n07873807,0.9998
964,potpie,n07875152,0.9984
965,burrito,n07880968,0.9979
966,red wine,n07892512,0.9981
967,espresso,n07920052,0.9975
968,espresso,n07920052,0.9926
969,eggnog,n07932039,0.9962
970,alp,n09193705,0.9989
971,bubble,n09229709,0.9906
972,cliff dwelling,n03042490,0.9973
973,coral reef,n09256479,0.9966
974,geyser,n09288635,0.9998
975,lakeside,n09332890,0.9920
976,promontory,n09399592,0.9991
977,sandbar,n09421951,0.9975
978,seashore,n09428293,0.9975
979,valley,n09468604,0.9985
980,volcano,n09472597,0.9994
981,ballplayer,n09835506,0.9992
982,groom,n10148035,0.9970
983,scuba diver,n10565667,0.9992
984,rapeseed,n11879895,1.0000
985,daisy,n11939491,0.9993
986,yellow lady's slipper,n12057211,1.0000
987,corn,n12144580,0.9942
988,acorn,n12267677,0.9934
989,hip,n12620546,0.9994
990,buckeye,n12768682,0.9986
991,coral fungus,n12985857,0.9991
992,agaric,n12998815,0.9995
993,gyromitra,n13037406,0.9995
994,stinkhorn,n13040303,0.9989
995,earthstar,n13044778,0.9970
996,hen-of-the-woods,n13052670,0.9977
997,bolete,n13054560,0.9986
998,ear,n13133613,0.9926
999,toilet tissue,n15075141,0.9886
