neuron,concept,concept_id,metric
435,"greenhouse, outdoor",166,0.8836
436,utility room,343,0.9721
437,wind farm,360,0.9831
438,oast house,242,0.9199
439,beauty salon,50,0.8930
440,rock arch,289,0.9788
441,igloo,191,0.9948
442,raceway,276,0.9659
443,excavation,136,0.9779
444,volcano,350,0.9824
445,auditorium,27,0.9807
446,boxing ring,65,0.9885
447,mountain snowy,234,0.9412
448,soccer field,310,0.9962
449,jewelry shop,198,0.9068
450,bamboo forest,36,0.9818
451,engine room,133,0.9506
452,jail cell,196,0.9188
453,"arena, rodeo",17,0.9592
454,pantry,253,0.9060
455,"arena, performance",16,0.9747
456,"canal, natural",78,0.9569
457,kitchen,203,0.9357
458,cockpit,98,0.9924
459,restaurant kitchen,285,0.9791
460,crosswalk,112,0.9305
461,"escalator, indoor",135,0.9885
462,nursery,240,0.9363
463,forest road,152,0.9684
464,banquet hall,38,0.9445
465,bullring,68,0.9812
466,car interior,82,0.9608
467,restaurant kitchen,285,0.9723
468,"synagogue, outdoor",327,0.9714
469,volcano,350,0.9011
470,"swimming pool, indoor",325,0.8932
471,"ice skating rink, outdoor",189,0.9811
472,bamboo forest,36,0.8725
473,veterinarians office,346,0.9678
474,harbor,171,0.9578
475,"parking garage, indoor",255,0.9723
476,forest road,152,0.9300
477,"jacuzzi, indoor",195,0.9277
478,grotto,167,0.9319
479,sauna,295,0.9594
480,bathroom,45,0.9337
481,natural history museum,239,0.9864
482,bookstore,60,0.9545
483,"parking garage, outdoor",256,0.9634
484,jail cell,196,0.9598
485,beer garden,53,0.9267
486,staircase,317,0.9780
487,"bus station, indoor",71,0.9473
488,throne room,331,0.9659
489,ball pit,34,0.9765
490,golf course,164,0.9232
491,soccer field,310,0.9720
492,soccer field,310,0.9239
493,playground,268,0.9902
494,"volleyball court, outdoor",351,0.9852
495,mountain snowy,234,0.9680
496,bus interior,70,0.9618
497,iceberg,190,0.9672
498,nursery,240,0.9214
499,kindergarden classroom,202,0.9555
500,campsite,76,0.9195
501,cockpit,98,0.9498
502,"florist shop, indoor",147,0.9190
503,oilrig,247,0.9443
504,bowling alley,64,0.9494
505,"swimming pool, outdoor",326,0.9137
506,jewelry shop,198,0.9353
507,promenade,273,0.9130
508,"parking garage, indoor",255,0.9078
509,throne room,331,0.9654
510,airfield,0,0.9352
511,"gymnasium, indoor",168,0.8900
512,topiary garden,333,0.9944
513,wind farm,360,0.9120
514,catacomb,85,0.9550
515,"hangar, indoor",169,0.9673
516,"parking garage, outdoor",256,0.9476
517,"library, indoor",212,0.9031
518,patio,259,0.9291
519,"booth, indoor",61,0.9428
520,aquarium,9,0.8978
521,burial chamber,69,0.9562
522,legislative chamber,211,0.9148
523,lecture room,210,0.9240
524,carrousel,83,0.9867
525,oast house,242,0.9210
526,schoolhouse,296,0.9386
527,hayfield,173,0.9750
528,"hangar, indoor",169,0.9512
529,"volleyball court, outdoor",351,0.9706
530,football field,149,0.9591
531,highway,175,0.9701
532,"hangar, outdoor",170,0.9055
533,toyshop,335,0.9744
534,boxing ring,65,0.9882
535,windmill,361,0.9557
536,reception,280,0.8894
537,bank vault,37,0.9366
538,throne room,331,0.9713
539,"greenhouse, indoor",165,0.8823
540,laundromat,208,0.9867
541,drugstore,128,0.9742
542,"general store, outdoor",161,0.9150
543,campsite,76,0.9343
544,rock arch,289,0.9075
545,fire station,144,0.9120
546,"bus station, indoor",71,0.9900
547,"gymnasium, indoor",168,0.8956
548,supermarket,321,0.9270
549,"train station, platform",337,0.9881
550,shoe shop,300,0.9116
551,phone booth,263,0.9713
552,"shopping mall, indoor",302,0.9637
553,fabric store,137,0.9735
554,phone booth,263,0.9361
555,raceway,276,0.9769
556,"arena, hockey",15,0.9829
557,"gazebo, exterior",159,0.9595
558,islet,194,0.9718
559,lighthouse,214,0.9943
560,berth,55,0.9737
561,throne room,331,0.9742
562,"arena, hockey",15,0.9044
563,computer room,100,0.9491
564,kindergarden classroom,202,0.9164
565,soccer field,310,0.9856
566,campsite,76,0.9679
567,"atrium, public",25,0.9387
568,bamboo forest,36,0.9701
569,"train station, platform",337,0.9905
570,gas station,158,0.9475
571,porch,272,0.9616
572,bathroom,45,0.9082
573,"elevator, door",129,0.9719
574,legislative chamber,211,0.9782
575,shopfront,301,0.9791
576,campsite,76,0.9796
577,"synagogue, outdoor",327,0.9630
578,kindergarden classroom,202,0.9799
579,auto showroom,29,0.9858
580,rock arch,289,0.9909
581,waiting room,352,0.9077
582,"forest, broadleaf",150,0.9052
583,discotheque,122,0.9897
584,dining hall,120,0.9523
585,landing deck,207,0.9471
586,zen garden,364,0.9039
587,car interior,82,0.9691
588,car interior,82,0.9734
589,ball pit,34,0.9288
590,"canal, urban",79,0.9023
591,conference room,102,0.9325
592,ruin,292,0.9476
593,rope bridge,291,0.9684
594,catacomb,85,0.9586
595,auto showroom,29,0.9704
596,baseball field,42,0.9658
597,shopfront,301,0.9239
598,wave,357,0.9606
599,"hunting lodge, outdoor",184,0.9745
600,sandbox,294,0.9638
601,auto showroom,29,0.9733
602,airfield,0,0.9656
603,discotheque,122,0.9759
604,throne room,331,0.9697
605,crosswalk,112,0.9154
606,vineyard,349,0.9896
607,"florist shop, indoor",147,0.9132
608,"forest, broadleaf",150,0.9395
609,"stadium, soccer",314,0.9615
610,patio,259,0.9598
611,"jacuzzi, indoor",195,0.9000
612,bookstore,60,0.9932
613,"escalator, indoor",135,0.8988
614,phone booth,263,0.9929
615,"gazebo, exterior",159,0.9742
616,fishpond,145,0.9469
617,dressing room,126,0.9295
618,fire station,144,0.9290
619,"swimming pool, outdoor",326,0.9340
620,arch,12,0.9560
621,mountain snowy,234,0.9321
622,bathroom,45,0.8896
623,elevator shaft,131,0.9132
624,boardwalk,57,0.9463
625,desert road,118,0.9578
626,ski slope,305,0.9917
627,rice paddy,287,0.9387
628,landfill,206,0.9556
629,home theater,177,0.9788
630,"church, indoor",90,0.9684
631,crevasse,111,0.9842
632,shoe shop,300,0.9772
633,crosswalk,112,0.9873
634,auto showroom,29,0.9265
635,wave,357,0.9750
636,bullring,68,0.9706
637,bank vault,37,0.9480
638,wave,357,0.9719
639,car interior,82,0.9728
640,pizzeria,267,0.9606
641,bamboo forest,36,0.9729
642,reception,280,0.9718
643,"bow window, indoor",63,0.9851
644,legislative chamber,211,0.9578
645,canyon,81,0.9327
646,"subway station, platform",320,0.9821
647,corridor,106,0.9657
648,cockpit,98,0.9027
649,bamboo forest,36,0.8927
650,waiting room,352,0.9346
651,pantry,253,0.9753
652,ball pit,34,0.9797
653,"greenhouse, outdoor",166,0.9841
654,kasbah,200,0.9639
655,car interior,82,0.9626
656,islet,194,0.9194
657,"stage, outdoor",316,0.9743
658,sandbox,294,0.9544
659,"garage, outdoor",157,0.9618
660,sauna,295,0.8744
661,"bow window, indoor",63,0.9323
662,crosswalk,112,0.9526
663,car interior,82,0.9435
664,playroom,269,0.9505
665,"movie theater, indoor",235,0.9623
666,throne room,331,0.9904
667,topiary garden,333,0.9574
668,banquet hall,38,0.9549
669,airfield,0,0.9884
670,"parking garage, outdoor",256,0.9669
671,bowling alley,64,0.9926
672,rope bridge,291,0.9702
673,jewelry shop,198,0.9248
674,bowling alley,64,0.9619
675,throne room,331,0.9409
676,picnic area,265,0.9248
677,"stadium, football",313,0.9893
678,veterinarians office,346,0.9345
679,utility room,343,0.9637
680,kitchen,203,0.9698
681,fire escape,143,0.9322
682,banquet hall,38,0.9753
683,baseball field,42,0.8995
684,shopfront,301,0.9544
685,stable,311,0.9688
686,raft,277,0.9636
687,"bow window, indoor",63,0.9656
688,"movie theater, indoor",235,0.9476
689,landing deck,207,0.9572
690,"stage, indoor",315,0.9821
691,topiary garden,333,0.8782
692,auto showroom,29,0.9831
693,trench,340,0.9410
694,amusement park,7,0.8602
695,hayfield,173,0.9469
696,sauna,295,0.9887
697,boxing ring,65,0.9631
698,landing deck,207,0.8799
699,canyon,81,0.9431
700,sandbox,294,0.9795
701,berth,55,0.9633
702,"basketball court, indoor",44,0.9442
703,embassy,132,0.8865
704,engine room,133,0.9184
705,rope bridge,291,0.9726
706,junkyard,199,0.9168
707,grotto,167,0.9853
708,"ice skating rink, indoor",188,0.9715
709,shower,303,0.9942
710,car interior,82,0.9775
711,"kennel, outdoor",201,0.9759
712,train interior,336,0.9944
713,badlands,30,0.9605
714,fire escape,143,0.9629
715,"desert, vegetation",117,0.9491
716,airplane cabin,1,0.9789
717,youth hostel,363,0.9726
718,lighthouse,214,0.9760
719,banquet hall,38,0.9417
720,"underwater, ocean deep",342,0.9923
721,veterinarians office,346,0.9347
722,soccer field,310,0.9346
723,fishpond,145,0.9674
724,"escalator, indoor",135,0.9640
725,formal garden,153,0.9756
726,fabric store,137,0.9728
727,shopfront,301,0.9211
728,berth,55,0.9363
729,downtown,125,0.9457
730,operating room,248,0.9725
731,berth,55,0.9442
732,"hunting lodge, outdoor",184,0.9508
733,windmill,361,0.9489
734,"parking garage, outdoor",256,0.9740
735,"library, outdoor",213,0.9243
736,"desert, vegetation",117,0.9723
737,"desert, vegetation",117,0.9347
738,"bazaar, outdoor",47,0.9649
739,rock arch,289,0.9170
740,"parking garage, outdoor",256,0.9437
741,supermarket,321,0.9365
742,"florist shop, indoor",147,0.9891
743,racecourse,275,0.9478
744,chemistry lab,88,0.9770
745,"escalator, indoor",135,0.9955
746,airplane cabin,1,0.9697
747,badlands,30,0.9749
748,jewelry shop,198,0.9451
749,zen garden,364,0.9661
750,biology laboratory,56,0.9581
751,"train station, platform",337,0.9585
752,downtown,125,0.9360
753,"mosque, outdoor",230,0.9376
754,sky,306,0.9818
755,courthouse,108,0.8888
756,fire escape,143,0.8840
757,"hunting lodge, outdoor",184,0.9658
758,"bow window, indoor",63,0.9095
759,iceberg,190,0.8868
760,sandbox,294,0.9121
761,"greenhouse, outdoor",166,0.9836
762,aqueduct,10,0.9671
763,raceway,276,0.9178
764,wet bar,358,0.9589
765,oast house,242,0.9795
766,"parking garage, indoor",255,0.9727
767,pizzeria,267,0.9869
768,"gymnasium, indoor",168,0.9124
769,bookstore,60,0.9521
770,"synagogue, outdoor",327,0.9828
771,park,254,0.9151
772,"swimming pool, indoor",325,0.9544
773,rock arch,289,0.9269
774,kasbah,200,0.9223
775,"elevator, door",129,0.9784
776,"balcony, interior",33,0.9103
777,"ice skating rink, indoor",188,0.9448
778,boxing ring,65,0.9784
779,auto showroom,29,0.9809
780,lighthouse,214,0.9544
781,airport terminal,2,0.9765
782,medina,227,0.9591
783,shower,303,0.9440
784,"arena, hockey",15,0.9660
785,boardwalk,57,0.9925
786,iceberg,190,0.9284
787,wind farm,360,0.9992
788,martial arts gym,225,0.9887
789,drugstore,128,0.9584
790,volcano,350,0.9828
791,bus interior,70,0.9720
792,artists loft,22,0.9694
793,amphitheater,5,0.9373
794,engine room,133,0.9277
795,"volleyball court, outdoor",351,0.9693
796,water tower,354,0.9889
797,car interior,82,0.9858
798,cockpit,98,0.9845
799,vineyard,349,0.9498
800,nursery,240,0.9656
801,"parking garage, indoor",255,0.8809
802,"underwater, ocean deep",342,0.9266
803,aqueduct,10,0.9688
804,bus interior,70,0.9729
805,"bakery, shop",31,0.9269
806,banquet hall,38,0.9699
807,phone booth,263,0.9752
808,"garage, indoor",156,0.9777
809,"general store, indoor",160,0.9134
810,nursery,240,0.9625
811,motel,231,0.9218
812,boardwalk,57,0.9271
813,operating room,248,0.9479
814,downtown,125,0.9538
815,wave,357,0.9705
816,"hangar, outdoor",170,0.9821
817,pantry,253,0.9280
818,butchers shop,72,0.9468
819,airfield,0,0.9421
820,"greenhouse, outdoor",166,0.9866
821,rope bridge,291,0.9810
822,water tower,354,0.9132
823,bedroom,52,0.9745
824,bedchamber,51,0.9616
825,"desert, vegetation",117,0.9536
826,elevator shaft,131,0.9562
827,shopfront,301,0.9806
828,beauty salon,50,0.9486
829,skyscraper,307,0.9096
830,waterfall,355,0.9828
831,crevasse,111,0.9460
832,islet,194,0.9641
833,auto showroom,29,0.9597
834,nursing home,241,0.9393
835,lighthouse,214,0.9450
836,tree house,339,0.9437
837,campsite,76,0.9398
838,raceway,276,0.9881
839,conference room,102,0.9649
840,wheat field,359,0.9644
841,courthouse,108,0.9182
842,bedchamber,51,0.9740
843,soccer field,310,0.9835
844,"library, outdoor",213,0.8870
845,"desert, vegetation",117,0.9532
846,racecourse,275,0.9570
847,discotheque,122,0.9838
848,gift shop,162,0.9579
849,jewelry shop,198,0.9723
850,bowling alley,64,0.9346
851,entrance hall,134,0.9416
852,bamboo forest,36,0.9739
853,wave,357,0.9478
854,lock chamber,218,0.9753
855,zen garden,364,0.9617
856,"church, indoor",90,0.9602
857,boxing ring,65,0.9305
858,courthouse,108,0.9592
859,water tower,354,0.8750
860,"underwater, ocean deep",342,0.9954
861,"shopping mall, indoor",302,0.8605
862,landing deck,207,0.9212
863,train interior,336,0.9905
864,wave,357,0.9840
865,throne room,331,0.9950
866,kindergarden classroom,202,0.9792
867,boxing ring,65,0.9979
868,"bus station, indoor",71,0.8988
869,cockpit,98,0.9548
870,fire escape,143,0.9731
871,ball pit,34,0.9630
872,raft,277,0.9753
873,shopfront,301,0.9938
874,bowling alley,64,0.9526
875,"synagogue, outdoor",327,0.8657
876,"balcony, exterior",32,0.9688
877,bowling alley,64,0.9971
878,stable,311,0.9780
879,"garage, outdoor",157,0.9518
880,lecture room,210,0.9295
881,"escalator, indoor",135,0.9682
882,conference center,101,0.9597
883,"escalator, indoor",135,0.9740
884,volcano,350,0.9737
885,auto showroom,29,0.9743
886,bullring,68,0.9957
887,"swimming pool, indoor",325,0.9847
888,bookstore,60,0.9350
889,"gymnasium, indoor",168,0.9444
890,downtown,125,0.9741
891,"stage, outdoor",316,0.9865
892,dam,113,0.9208
893,hayfield,173,0.9787
894,"stadium, soccer",314,0.9855
895,pagoda,251,0.8866
896,cockpit,98,0.9903
897,television room,328,0.9680
898,"florist shop, indoor",147,0.9868
899,sauna,295,0.9780
900,supermarket,321,0.9160
901,boathouse,59,0.9595
902,"movie theater, indoor",235,0.9601
903,nursery,240,0.9652
904,waterfall,355,0.9342
905,"underwater, ocean deep",342,0.9325
906,"general store, indoor",160,0.9172
907,"canal, urban",79,0.9632
908,"mosque, outdoor",230,0.9663
909,landing deck,207,0.9533
910,cockpit,98,0.9296
911,restaurant kitchen,285,0.9390
912,corral,105,0.9634
913,toyshop,335,0.8598
914,playroom,269,0.9799
915,army base,18,0.9348
916,natural history museum,239,0.9954
917,waterfall,355,0.9560
918,"stage, outdoor",316,0.9458
919,train interior,336,0.9753
920,"escalator, indoor",135,0.9249
921,oast house,242,0.9561
922,racecourse,275,0.9411
923,laundromat,208,0.9464
924,home theater,177,0.9180
925,"basketball court, indoor",44,0.9429
926,oast house,242,0.9856
927,lock chamber,218,0.9829
928,kitchen,203,0.9910
929,vegetable garden,345,0.9581
930,oilrig,247,0.9729
931,canyon,81,0.8996
932,"library, outdoor",213,0.9443
933,amphitheater,5,0.9593
934,crosswalk,112,0.9504
935,beer garden,53,0.8488
936,waterfall,355,0.9383
937,barndoor,41,0.9570
938,"bazaar, outdoor",47,0.9261
939,bowling alley,64,0.9602
940,trench,340,0.9691
941,legislative chamber,211,0.9880
942,crevasse,111,0.9673
943,bamboo forest,36,0.9830
944,bookstore,60,0.9360
945,"subway station, platform",320,0.9759
946,candy store,80,0.9351
947,"bazaar, outdoor",47,0.9327
948,berth,55,0.8927
949,bowling alley,64,0.9857
950,"mosque, outdoor",230,0.9111
951,car interior,82,0.9669
952,auto showroom,29,0.9847
953,bedroom,52,0.9525
954,"desert, vegetation",117,0.9559
955,fishpond,145,0.9324
956,swimming hole,324,0.9344
957,ice shelf,187,0.9805
958,baseball field,42,0.9909
959,cockpit,98,0.9381
960,mountain path,233,0.9506
961,"general store, outdoor",161,0.9317
962,crosswalk,112,0.9553
963,pavilion,260,0.9196
964,"swimming pool, outdoor",326,0.9874
965,orchestra pit,250,0.9761
966,shopfront,301,0.9621
967,bedchamber,51,0.9699
968,galley,155,0.9223
969,castle,84,0.9409
970,"greenhouse, outdoor",166,0.9899
971,hotel room,182,0.9676
972,assembly line,23,0.9506
973,music studio,238,0.8975
974,reception,280,0.9355
975,"greenhouse, outdoor",166,0.9460
976,clean room,93,0.9478
977,"canal, natural",78,0.9527
978,water tower,354,0.9504
979,airfield,0,0.9456
980,chemistry lab,88,0.9644
981,airfield,0,0.9936
982,aqueduct,10,0.9430
983,rice paddy,287,0.9017
984,bowling alley,64,0.9877
985,bus interior,70,0.9507
986,"parking garage, outdoor",256,0.9567
987,bowling alley,64,0.9880
988,baseball field,42,0.9662
989,alley,4,0.9350
990,mausoleum,226,0.9648
991,shopfront,301,0.9087
992,boxing ring,65,0.9416
993,"field, cultivated",140,0.9629
994,bedroom,52,0.9683
995,"arena, rodeo",17,0.9797
996,loading dock,216,0.8998
997,kitchen,203,0.9428
998,closet,95,0.9775
999,"hangar, indoor",169,0.9760
1000,raft,277,0.9727
1001,lecture room,210,0.9615
1002,auto showroom,29,0.9583
1003,"bakery, shop",31,0.9727
1004,bedchamber,51,0.9889
1005,landing deck,207,0.9681
1006,"stage, indoor",315,0.9368
1007,residential neighborhood,283,0.9429
1008,excavation,136,0.9213
1009,picnic area,265,0.9722
1010,legislative chamber,211,0.9629
1011,viaduct,347,0.9861
1012,sandbox,294,0.9526
1013,promenade,273,0.9600
1014,"synagogue, outdoor",327,0.9749
1015,"movie theater, indoor",235,0.9637
1016,butchers shop,72,0.9666
1017,golf course,164,0.9430
1018,pantry,253,0.9779
1019,topiary garden,333,0.9676
1020,rock arch,289,0.9697
1021,closet,95,0.9331
1022,fastfood restaurant,139,0.9140
1023,crosswalk,112,0.9656
1024,mountain path,233,0.9631
1025,fabric store,137,0.9259
1026,"subway station, platform",320,0.9705
1027,rice paddy,287,0.9759
1028,lighthouse,214,0.9654
1029,ball pit,34,0.9770
1030,corn field,104,0.9888
1031,igloo,191,0.9853
1032,"stage, indoor",315,0.9561
1033,"gazebo, exterior",159,0.9861
1034,golf course,164,0.9751
1035,rope bridge,291,0.9814
1036,golf course,164,0.9076
1037,playground,268,0.8960
1038,fire escape,143,0.9822
1039,hospital room,179,0.9074
1040,"shopping mall, indoor",302,0.9579
1041,topiary garden,333,0.9258
1042,ball pit,34,0.9472
1043,phone booth,263,0.9309
1044,corridor,106,0.9720
1045,reception,280,0.9074
1046,"parking garage, indoor",255,0.9513
1047,"movie theater, indoor",235,0.9566
1048,wheat field,359,0.9654
1049,throne room,331,0.9307
1050,sauna,295,0.9564
1051,dam,113,0.9749
1052,beauty salon,50,0.9519
1053,volcano,350,0.8951
1054,"escalator, indoor",135,0.9804
1055,"booth, indoor",61,0.9373
1056,carrousel,83,0.9912
1057,residential neighborhood,283,0.9101
1058,"bow window, indoor",63,0.8766
1059,sandbox,294,0.9461
1060,viaduct,347,0.9464
1061,locker room,219,0.9575
1062,berth,55,0.9303
1063,excavation,136,0.9616
1064,lecture room,210,0.9268
1065,jail cell,196,0.8914
1066,lighthouse,214,0.9472
1067,"swimming pool, indoor",325,0.9950
1068,"church, indoor",90,0.9772
1069,corn field,104,0.9673
1070,volcano,350,0.9658
1071,beer hall,54,0.9833
1072,staircase,317,0.9829
1073,"escalator, indoor",135,0.9568
1074,"doorway, outdoor",123,0.9636
1075,boxing ring,65,0.9800
1076,landing deck,207,0.9965
1077,youth hostel,363,0.9255
1078,laundromat,208,0.9667
1079,carrousel,83,0.9014
1080,bus interior,70,0.9814
1081,office cubicles,246,0.9692
1082,auto showroom,29,0.9865
1083,islet,194,0.9355
1084,japanese garden,197,0.9666
1085,"escalator, indoor",135,0.9663
1086,operating room,248,0.9873
1087,forest path,151,0.9009
1088,"ice skating rink, outdoor",189,0.8779
1089,"pub, indoor",274,0.9297
1090,"swimming pool, indoor",325,0.9904
1091,home theater,177,0.9676
1092,nursery,240,0.9295
1093,excavation,136,0.9680
1094,"balcony, interior",33,0.9542
1095,banquet hall,38,0.9266
1096,bowling alley,64,0.9502
1097,runway,293,0.9780
1098,soccer field,310,0.9907
1099,ball pit,34,0.9824
1100,orchard,249,0.9621
1101,kindergarden classroom,202,0.9600
1102,wave,357,0.9934
1103,wave,357,0.9884
1104,office cubicles,246,0.9650
1105,legislative chamber,211,0.9547
1106,"church, indoor",90,0.9435
1107,legislative chamber,211,0.9671
1108,sauna,295,0.9434
1109,"gymnasium, indoor",168,0.9451
1110,oast house,242,0.9649
1111,boxing ring,65,0.9656
1112,carrousel,83,0.9299
1113,closet,95,0.9305
1114,igloo,191,0.9819
1115,"arena, rodeo",17,0.9234
1116,raft,277,0.9664
1117,veterinarians office,346,0.9426
1118,landing deck,207,0.8801
1119,aqueduct,10,0.9034
1120,golf course,164,0.9874
1121,downtown,125,0.9768
1122,"hotel, outdoor",181,0.9330
1123,japanese garden,197,0.9903
1124,orchestra pit,250,0.9581
1125,corridor,106,0.8703
1126,banquet hall,38,0.9649
1127,car interior,82,0.9897
1128,"elevator, door",129,0.9820
1129,"canal, urban",79,0.9706
1130,"escalator, indoor",135,0.9540
1131,nursing home,241,0.9886
1132,bowling alley,64,0.9191
1133,"escalator, indoor",135,0.9815
1134,"atrium, public",25,0.9819
1135,lock chamber,218,0.9598
1136,auto showroom,29,0.9631
1137,shower,303,0.9789
1138,"doorway, outdoor",123,0.9462
1139,boxing ring,65,0.9855
1140,"desert, vegetation",117,0.9589
1141,boxing ring,65,0.9232
1142,"gazebo, exterior",159,0.8389
1143,"arena, hockey",15,0.9919
1144,"basketball court, indoor",44,0.9982
1145,oilrig,247,0.9630
1146,bus interior,70,0.8674
1147,train interior,336,0.9310
1148,"movie theater, indoor",235,0.9709
1149,igloo,191,0.9451
1150,rock arch,289,0.9778
1151,playground,268,0.9672
1152,downtown,125,0.8956
1153,japanese garden,197,0.9224
1154,vineyard,349,0.9788
1155,"church, indoor",90,0.9643
1156,"booth, indoor",61,0.9518
1157,bedroom,52,0.9742
1158,rock arch,289,0.9868
1159,excavation,136,0.9544
1160,"florist shop, indoor",147,0.9028
1161,elevator shaft,131,0.9652
1162,computer room,100,0.9645
1163,raft,277,0.9434
1164,"mosque, outdoor",230,0.9208
1165,"escalator, indoor",135,0.9892
1166,igloo,191,0.9326
1167,fire escape,143,0.9619
1168,corral,105,0.9500
1169,"balcony, interior",33,0.9294
1170,cockpit,98,0.9947
1171,"pub, indoor",274,0.9158
1172,waiting room,352,0.9540
1173,playroom,269,0.9781
1174,ball pit,34,0.9946
1175,ski slope,305,0.9653
1176,golf course,164,0.9216
1177,bowling alley,64,0.9854
1178,auto showroom,29,0.9902
1179,restaurant kitchen,285,0.9374
1180,windmill,361,0.9954
1181,"shopping mall, indoor",302,0.9615
1182,wind farm,360,0.9553
1183,sauna,295,0.9762
1184,"volleyball court, outdoor",351,0.9922
1185,clean room,93,0.9728
1186,car interior,82,0.9497
1187,elevator shaft,131,0.9716
1188,boxing ring,65,0.9674
1189,street,319,0.9545
1190,car interior,82,0.9665
1191,"gazebo, exterior",159,0.9909
1192,bamboo forest,36,0.9410
1193,auto factory,28,0.9237
1194,bowling alley,64,0.9722
1195,ballroom,35,0.9028
1196,boxing ring,65,0.9845
1197,car interior,82,0.9686
1198,"pub, indoor",274,0.9205
1199,junkyard,199,0.9617
1200,bedroom,52,0.9769
1201,"florist shop, indoor",147,0.9553
1202,carrousel,83,0.9852
1203,"jacuzzi, indoor",195,0.9675
1204,bus interior,70,0.9861
1205,"bus station, indoor",71,0.9086
1206,throne room,331,0.9356
1207,laundromat,208,0.9771
1208,berth,55,0.9601
1209,closet,95,0.9225
1210,corral,105,0.9682
1211,hot spring,180,0.9554
1212,bedchamber,51,0.9926
1213,shoe shop,300,0.9175
1214,ball pit,34,0.9078
1215,laundromat,208,0.9507
1216,waterfall,355,0.9627
1217,art school,20,0.9218
1218,forest road,152,0.9719
1219,ball pit,34,0.9655
1220,barndoor,41,0.9737
1221,wave,357,0.9723
1222,"bus station, indoor",71,0.9255
1223,bamboo forest,36,0.9811
1224,water tower,354,0.9811
1225,"bazaar, indoor",46,0.9561
1226,"synagogue, outdoor",327,0.9412
1227,beer garden,53,0.9575
1228,amusement arcade,6,0.9703
1229,home theater,177,0.9175
1230,japanese garden,197,0.9536
1231,corridor,106,0.9780
1232,wheat field,359,0.9535
1233,home office,176,0.9093
1234,"underwater, ocean deep",342,0.9431
1235,excavation,136,0.9566
1236,crevasse,111,0.9869
1237,bookstore,60,0.9524
1238,youth hostel,363,0.9660
1239,"escalator, indoor",135,0.9785
1240,carrousel,83,0.9862
1241,pharmacy,262,0.9593
1242,bamboo forest,36,0.9618
1243,wave,357,0.9622
1244,auto showroom,29,0.9840
1245,corral,105,0.9554
1246,auto showroom,29,0.9896
1247,zen garden,364,0.9416
1248,alley,4,0.9799
1249,watering hole,356,0.8565
1250,"greenhouse, indoor",165,0.9221
1251,bathroom,45,0.9376
1252,phone booth,263,0.9711
1253,"florist shop, indoor",147,0.9609
1254,airfield,0,0.9754
1255,martial arts gym,225,0.9856
1256,orchestra pit,250,0.9614
1257,mountain snowy,234,0.9636
1258,bathroom,45,0.9283
1259,"elevator, door",129,0.9337
1260,bamboo forest,36,0.9204
1261,bowling alley,64,0.9673
1262,carrousel,83,0.9711
1263,raceway,276,0.9184
1264,"basketball court, indoor",44,0.9811
1265,pizzeria,267,0.9663
1266,clothing store,96,0.9276
1267,corridor,106,0.9586
1268,"florist shop, indoor",147,0.9388
1269,badlands,30,0.9562
1270,watering hole,356,0.9606
1271,"bazaar, outdoor",47,0.9311
1272,biology laboratory,56,0.9500
1273,"hangar, indoor",169,0.9754
1274,"parking garage, indoor",255,0.9658
1275,"desert, vegetation",117,0.9714
1276,classroom,92,0.9080
1277,wheat field,359,0.9968
1278,corral,105,0.9717
1279,office cubicles,246,0.9593
1280,hayfield,173,0.9688
1281,dorm room,124,0.9508
1282,reception,280,0.9180
1283,amphitheater,5,0.9844
1284,fire escape,143,0.9838
1285,bamboo forest,36,0.9659
1286,pagoda,251,0.9724
1287,iceberg,190,0.9823
1288,chemistry lab,88,0.9534
1289,"bus station, indoor",71,0.9475
1290,phone booth,263,0.9880
1291,"arena, rodeo",17,0.9557
1292,discotheque,122,0.9441
1293,boxing ring,65,0.9803
1294,berth,55,0.9244
1295,natural history museum,239,0.9311
1296,hot spring,180,0.9601
1297,crevasse,111,0.9720
1298,hardware store,172,0.9420
1299,racecourse,275,0.9565
1300,"florist shop, indoor",147,0.9820
1301,lagoon,204,0.9215
1302,"cabin, outdoor",74,0.9404
1303,bedchamber,51,0.9729
1304,cockpit,98,0.9687
1305,badlands,30,0.9751
1306,"general store, indoor",160,0.9325
1307,junkyard,199,0.9649
1308,dining room,121,0.9617
1309,car interior,82,0.9525
1310,fastfood restaurant,139,0.9704
1311,baseball field,42,0.9628
1312,tree house,339,0.8938
1313,soccer field,310,0.9742
1314,pagoda,251,0.9568
1315,"bow window, indoor",63,0.9032
1316,"athletic field, outdoor",24,0.9656
1317,restaurant patio,286,0.9126
1318,"desert, sand",116,0.9711
1319,"florist shop, indoor",147,0.9738
1320,ball pit,34,0.9633
1321,hayfield,173,0.9431
1322,"stadium, soccer",314,0.9909
1323,corridor,106,0.8547
1324,"booth, indoor",61,0.9699
1325,lecture room,210,0.8479
1326,"underwater, ocean deep",342,0.9986
1327,restaurant kitchen,285,0.9689
1328,living room,215,0.9327
1329,islet,194,0.9559
1330,banquet hall,38,0.9392
1331,rope bridge,291,0.9430
1332,ruin,292,0.8722
1333,skyscraper,307,0.9583
1334,"jacuzzi, indoor",195,0.9891
1335,rock arch,289,0.8525
1336,natural history museum,239,0.9248
1337,bullring,68,0.9849
1338,"underwater, ocean deep",342,0.9445
1339,legislative chamber,211,0.9031
1340,martial arts gym,225,0.9814
